title                                                                                                                                                                     ,link                                                                                                                                ,description
Maltotriose-based probe for imaging bacterial infections                                                                                                                  ,https://techfinder.stanford.edu/technology/maltotriose-based-probe-imaging-bacterial-infections                                     ,"Researchers at Stanford have developed a fluorescent dye to enable noninvasive, fast, cost-effective, and specific imaging of bacterial infections. Bacterial infections can occur in various situations and environments. Timely and accurate detection is essential for effective treatment with minimal complications. However, current approaches, such as laboratory tests and imaging, are invasive, time-consuming, and costly. This highlights the need for an alternative diagnostic technique. Stanford researchers have combined a single-nucleotide infrared (SnIR) fluorescent dye and a complex sugar maltotriose moiety to achieve specific and sensitive detection of bacterial infections.  The resulting fluorescent probe benefits from the SnIR dye's photostable properties and maltotriose's ability to be taken up by various bacterial strain. The probe can be systemically administered, detected using in vivo fluorescence or photoacoustic imaging within an hour, and cleared from the body. This novel invention will facilitate rapid and reliable diagnosis of bacterial infections. Stage of Development In vivo data Applications include Identification of bacterial infection of surgical sites or implants, Monitor progress of bacterial infection post treatment. Advantages of the device are High stability against nucleophiles, Reduced unspecific binding, Cleaved by renal clearance, Good in vivo signal-to-noise ratio, Can differentiate inflammation and infection."
Deep Learning Application of Optical Coherence Tomography for Non-Invasive Cancer Diagnosis                                                                               ,https://techfinder.stanford.edu/technology/deep-learning-application-optical-coherence-tomography-non-invasive-cancer-diagnosis     ,"Stanford researchers at the de la Zerda Lab have developed an innovative alignment methodology using Optical Coherence Tomography (OCT) in conjunction with histopathology to diagnose cancer or determine tumor margins.  High resolution alignment of OCT volumes and histology sections provides histological information alongside OCT structural and temporal information. This invention provides for the first time, a machine learning approach to directly predict histological images from a given OCT image, producing non-invasive histology-like images with high accuracy and interpretability. The inventors are currently developing a robust AI dataset to predict histological images from an OCT image. Applying deep learning to transform difficult-to-read OCT images into Hematoxylin and Eosin (H&E) images, will enable fast, non-invasive diagnostics. Augmenting capabilities of OCT-based diagnosis through machine learning has the potential to replace the traditional biopsy and can fundamentally improve the cosmetics, speed, and accuracy of diagnosis in multiple types of cancers. Figure  Figure description -  Vision of Project:OCT images of skin abnormalities are taken non-invasively and transformed in real time by a neural network to a histology-like image. The epithelium and BCC nodules are clearly visible in the OCT image, but difficult to interpret for a pathologist who does not have extensive experience viewing OCT images of different skin conditions. Stage of Development Applications include Research:, Using machine learning, transform difficult-to-read OCT images into Hematoxylin and Eosin (H&E) images, the standard method for interpretation, Non-invasive in-vivo longitudinal imaging, Clinical cancer diagnostics after further development. Advantages of the device are Non-invasive, Higher accuracy - about 25-50X current standards (accuracy of about 10-20 microns vs. 500 microns currently), Leverages AI,  enabling easier interpretation of OCT images, OCT also provides: , 10-20X Resolution, 3D volume, Large scan area, New platform for solid cancer diagnostics."
Methods for isolating neural stem and progenitor cells from the developing human brain                                                                                    ,https://techfinder.stanford.edu/technology/methods-isolating-neural-stem-and-progenitor-cells-developing-human-brain                ,"Researchers at Stanford have developed a novel method for the isolation of neural stem and progenitor cells (NSPCs). The ability to isolate and purify distinct NSPC types is crucial for scientific research studying neurodevelopment and developing therapeutics for neural regeneration. This novel method includes dissociation of brain tissue, staining with fluorescent antibodies, and isolation of cell types using fluorescence-activated cell sorting (FACS) based on the expression of various cell surface markers. Using different surface marker combinations, the method can isolate nine distinct NSPC types, including oligodendrocyte precursor cells (OPCs) and pre-OPCs, as well as excitatory and inhibitory neurons. The method purity for isolating NSPC types is superior to existing cell isolation methods and was verified using single-cell RNA sequencing and sorting. Isolated cells were functionally validated using in vitro and in vivo models. Successfully isolated NSPCs can be grown as neurospheres, used in preclinical and clinical applications such as disease modeling and drug screening, and/or banked for future use. Stage of Development: Prototype Figure:     Applications include Can be used for the isolation of NSPCs, Isolated NSPCs can be:  Grown as neurospheres Used in preclinical and clinical applications such as disease modeling and drug screening Banked for future use  , Grown as neurospheres, Used in preclinical and clinical applications such as disease modeling and drug screening, Banked for future use. Advantages of the device are Improved pure population yield of neural stem cells compared to previous methods, Improved neurosphere growing proficiency from isolated NSPCs (1 in 5) compared to previous methods (1 in 23), Novel sorting method, with many of the markers used never previously described for this application."
Enhancing Gene Targeting Efficiency in Human Cells with AZD7648 Treatment                                                                                                 ,https://techfinder.stanford.edu/technology/enhancing-gene-targeting-efficiency-human-cells-azd7648-treatment                        ,"Stanford researchers have developed AZD7648, a novel DNA-PK inhibitor that enhances HDR efficiency in CRISPR-Cas9 gene editing by shifting DNA repair from the error-prone NHEJ pathway to the precise HDR pathway, significantly improving gene targeting outcomes in human cells for effective ex vivo gene therapies. Ex vivo gene therapy is a powerful approach, which involves genetically modifying human cells outside the body using CRISPR-Cas9 technology and then reintroducing them into the patient for treatment of genetic disorders and cancers. Genetic modifications using CRISPR-Cas9 occurs by creating double-stranded breaks (DSBs) in DNA, repaired by either non-homologous end joining (NHEJ) or homology-directed repair (HDR). HDR is more precise but less consistent across different genomic loci due to the inconsistency in the levels of HDR activity, often leading to repairs by error-prone NHEJ pathway resulting in suboptimal therapeutic outcomes. Though DNA-PK inhibitors have been used to improve HDR efficiency, results are inconsistent across different human cell types. There is an urgent need for innovative solutions that enhance HDR efficiency in different genomic loci and cell types. To address this need, Stanford researchers have developed AZD7648, a novel potent DNA-PK inhibitor to enhance the HDR efficiency in CRISPR-Cas9 based gene editing across different genomic loci. By inhibiting the DNA-dependent protein kinase (DNA-PK), a key component of NHEJ repair pathway, AZD7648 shifts the DNA repair mechanism towards the HDR pathway, allowing for more precise gene modifications. Stanford researchers have demonstrated that AZD7648 treatment outperforms other DNA-PK inhibitors, achieving up to 100% targeting frequency for small nucleotide changes and 80% for large sequence integrations in multiple human primary cell types. This invention enhances HDR gene targeting efficiency and poised to significantly improve the efficacy of ex vivo gene therapies for treating various genetic diseases and cancers. Stage of Development: Research - in vitro. The next steps involve in vivo validation of the gene-edited human cells generated with the AZD7648 treatment. Future studies include safety studies using multiple cell types and genomic loci to assess commercial viability. Applications include Ex vivo gene therapy products, Treatment for various genetic diseases and cancers. Advantages of the device are Enhanced HDR-based gene targeting efficiency, applicable in multiple human cell types, Superior potency and specificity compared to other DNA-PK inhibitors, Precision and higher gene targeting frequencies, when compared to current methods, Therapeutic relevance with ongoing clinical trials for solid tumors."
Cell-protective biomaterials based on protease-activated elastin-like polypeptides                                                                                        ,https://techfinder.stanford.edu/technology/cell-protective-biomaterials-based-protease-activated-elastin-polypeptides               ,"Elastin-like polypeptides (ELPs) are promising biomaterials for medical applications due to their non-immunogenicity, scalable synthesis, and tunable self-assembly. Typically, temperature triggers ELP self-assembly, but this method is challenged by the constant human body temperature. To address this issue, Stanford researchers have  invented an ELP that self-assembles in response to a biological stimulus (protease) and can function in isothermal environments like genetically engineered cells, blood vessels, and cancerous tumors. The protease-responsive ELP remains soluble at physiological temperatures but produces an insoluble fragment that self-assembles upon protease exposure. Stage of Development  In vitro: proof of concept Applications include Integrated into technologies that rely on therapeutic cells, Hemostatic materials for internal bleeding, Reporters for protease development, Stimuli-responsive tags for protein purification, Stimuli-responsive biomaterials for drug delivery. Advantages of the device are Greater spatiotemporal control over ELP self-assembly in vivo, Non-immunogenic, Easy to produce, Allows isothermal self-assembly."
"Development of SDF1alpha containing nanoparticles for the treatment of cardiovascular, Neurovascular, and skin impairments"                                              ,https://techfinder.stanford.edu/technology/development-sdf1alpha-containing-nanoparticles-treatment-cardiovascular-neurovascular    ,"The lack of effective treatments for myocardial ischemia and reperfusion injury has been a major challenge in decreasing mortality rates from myocardial infarctions. Stromal cell-derived factor-1? (SDF-1?) is a key regulator of that effectively localizes endothelial progenitor cells (EPCs) to ischemic areas by inducing angiogenesis and increases cardiac cell survival. Normally, SDF and its analogs requires a direct injection to the heart with an open chest surgery. Thus, a less invasive delivery method is necessary to better leverage this treatment method. The Woo and Rajadas Labs at Stanford created novel liposomal nanoparticles encapsulating SDF-1?. In contrast to the trauma and invasiveness associated with a direct myocardial injection, the invention enables a targeted approach to treating ischemic myocardium. The SDF-NPs are injected systematically, prolonging the circulation time of the compound and enabling a high accumulation at the damaged tissues. The liposomal nanoparticles serve an additional purpose in reducing side effects while increasing the pharmacological effects SDF-1?. The invention was shown to exhibit a cardioprotective effect against myocardial ischemia reperfusion injury without harming cardiac tissue or arteries. Not only does this new delivery platform provide a non-invasive treatment method to increase survival rates from heart attacks, it also provides a new tool that can be used to improve the future of drug delivery. Applications include Ischemic cardiomyopathy, Myocardial ischemia, Diabetic wound healing patch, Drug delivery. Advantages of the device are Noninvasive, Increases drug retention and accumulation at targeted sites, Protectant against side effects, Customizable, Treatment alternative to heart surgery."
"An improved, cost-effective and efficient protocol for perturb-seq"                                                                                                      ,https://techfinder.stanford.edu/technology/improved-cost-effective-and-efficient-protocol-perturb-seq                               ,"Stanford scientists have developed a new protocol for perturb-seq that is significantly cheaper and more efficient than existing approaches. Perturb-seq is a high-throughput technique that combines CRISPR-based gene perturbation with single-cell RNA sequencing to study the effects of certain genes on cellular physiology. It allows researchers to dissect complex genetic interactions and cellular responses at single-cell resolution to investigate gene functions and regulatory networks. However, existing methods for perturb-seq are expensive (often in excess of $1.5MM) and have limited efficiency. Stanford researchers therefore developed a new method that uses an innovative circularized capture approach to directly read out the sgRNA, ensuring stable capture efficiency across different cell types and enabling multiplexed delivery of distinct sgRNAs. This improves the efficiency of guide RNA detection by ~7-fold over existing approaches while reducing costs by over 20-fold. Stage of Development Prototype: successfully implemented protocol in the lab Applications include Cellular perturbation screens for basic science and drug developmento. Advantages of the device are ~20x less expensive than existing methods, Enables the delivery of multiple guides in tandem, gRNA detection is ~7x more efficient than in existing methods, Efficient across cell types, Can be used at high or low multiplicity of infection, Can be used to detect gRNAs or other RNAs of interest."
On-chip laser microdissection for single cell sorting                                                                                                                     ,https://techfinder.stanford.edu/technology/chip-laser-microdissection-single-cell-sorting                                           ,"Stanford researchers have developed a new on-chip system for laser microdissection that enables more reliable isolation of single cells or small regions of tissue and permits long-term sample storage. Laser microdissection enables scientists to precisely visualize specific cells or small regions of tissue under a microscope and isolate them for downstream analysis. This is especially critical when analyzing specific cell types in heterogenous samples like tumors. However, available instruments for laser microdissection have significant drawbacks, as they are unable to reliably isolate single cells, are error-prone, and struggle with physical influences such as electrostatics. Additionally, such open systems leave samples prone to contamination and cannot reliably store samples for later analysis. Stanford researchers therefore developed an improved system combining laser microdissection with microfluidics. Cells are isolated using a laser and dispensed into buffer running through a microfluidic chip, where a system of valves sorts different samples. In contrast to systems that rely on gravity, this allows for reliable and standardized sample isolation. This also protects samples from contamination and enables their long-term storage. Additionally, a miniaturized format allows for cheap and easy integration into upstream imaging and downstream analysis workflows.    Stage of Development Prototype: Reserachers have demonstrated isolation of cell shapes from a sample and their transportation though the microfluidic chip Applications include Precise cell isolation and analysis for basic biology research, Single-cell genomics, proteomics, and transcriptomics, Single cell analysis for drug development, Analysis of patient samples for diagnostics and biomarker discovery, Label-free enrichment of rare cell populations, Generation of monoclonal colonies. Advantages of the device are Reliable and standardized sample collection, Closed system protects sample from contamination and permits easy sample storage, Can be automated, Can integrate with upstream tissue processing and downstream analysis platforms, Miniaturization permits inexpensive integration with other imaging platforms."
In-situ strain probe for low-dimensional materials                                                                                                                        ,https://techfinder.stanford.edu/technology/situ-strain-probe-low-dimensional-materials                                              ,"Stanford University researcher, Bai Yang Wang, has designed a strain probe compatible with the Quantum Design Physical Property Measurement System (PPMS®) for in-situ strain tuning of low-dimensional materials at cryogenic temperatures under large magnetic field under vacuum. When used with PPMS® the system can reach a 2 K base temperature and magnetic field up to 12 T.  The polyimide-based strain probe's in-situ camera monitors material deformation in real time which allows tuning and continuous measurement at cryogenic temperatures without breaking vacuum or warming up. The unique polyimide support can achieve larger tensile strain values (above 10%) compared to bulk samples which are limited to less than 2%.  Strain symmetries and directions can be precisely aligned relative to the material's principle axes, unlike bulk-sample-based piezo-setup where the strain direction is constrained by the shape of the bulk samples. The advantages over other strain measurement approaches makes Stanford's in-situ strain probe ideal for extreme, low-dimensional materials research and characterization.   In situ strain demonstration (Image courtesy Bai Yang Wang) Stage of Development - Prototype Applications include Materials research & characterization equipment. Advantages of the device are Easily tunable strain symmetries and directions – can precisely align stress field relative to the material's principle axes (unlike bulk-sample-based piezo-setup, where the strain direction is constrained by the shape of the bulk samples)., More versatile – large tensile strain can be induced into materials (unlike bulk samples limited to  2%)., Continuous measurement and tuning under vacuum at cryogenic temperature., Real time monitoring with direct visualization of material deformation via in situ camera with no need for strain simulations.."
ATAC-see: a method for integrated imaging and sequencing of the accessible genome                                                                                         ,https://techfinder.stanford.edu/technology/atac-see-method-integrated-imaging-and-sequencing-accessible-genome                      ,"Researchers at Stanford University have developed ATAC-see (Assay of Transposase-Accessible Chromatin with visualization), a one-step strategy to image and sequence regulatory DNA.   Eukaryotic genomes are generally compacted into chromatin except for the active regulatory elements that control gene activity.  The spatial organization of these accessible elements is linked to gene expression, replication and DNA repair, however the in situ organization is largely unknown.  To overcome this, the inventors have developed the ATAC-see method.  It uses a novel bifunctional enzyme complex.   When the complex is placed on cell samples it simultaneously makes the active regulatory DNA fluorescent and ready for sequencing.   This method enables direct imaging of the accessible genome in situ, cell sorting, and deep sequencing to reveal the identity of the imaged elements.  ATAC-see provides a combination of spatial and epigenomic information for a molecular portrait of the cell.  Stage of research The ATAC-see method has been used to examine the spatial organization of the accessible genome in its native context for a variety of cell types, including five human cell types. Applications include Research:  Single cell analysis Morphological identification of diseased cells Prospective sorting of cells based on regulatory DNA status Identification of regulatory DNA by imaging and sequencing   , Single cell analysis, Morphological identification of diseased cells, Prospective sorting of cells based on regulatory DNA status, Identification of regulatory DNA by imaging and sequencing . Advantages of the device are New method to:  Capture spatial information on regulatory DNA in intact cell Sort cells based on status of regulatory DNA Image and sequence DNA from the same sample   , Capture spatial information on regulatory DNA in intact cell, Sort cells based on status of regulatory DNA, Image and sequence DNA from the same sample , Allows identification of epigenomic information from formalin-fixed cells, including clinical samples, Integrated preassembled system that performs imaging and sequence library preparation at the same time, Easy quality control for DNA sequencing libraries, Labeling strategy is compatible with different fluorophores and chemical tags compatible with multimodal imaging of landmark proteins."
Potent and selective small molecule inhibitor of Drp1 mediated pathological mitochondrial fission for the treatment of mitochondrial dysfunction-associated diseases      ,https://techfinder.stanford.edu/technology/potent-and-selective-small-molecule-inhibitor-drp1-mediated-pathological-mitochondrial   ,"Mitochondrial fragmentation and dysfunction is a key contributor to multiple clinical pathologies, including neurodegenerative disorders, sepsis, and myocardial infarction. The accumulation of fragmented mitochondria in otherwise healthy tissue results in a heightened inflammatory state that contributes to disease pathology, reduces cellular ATP levels, increases reactive oxygen species and triggers cell death. Drp1 mediates both physiological mitochondrial fission, a process essential for maintaining mitochondrial quality and functioning. as well as pathological (excessive) fission.  Therefore, Drp1 has proven difficult to drug on account of its important role in maintaining normal mitochondrial physiology. Inventors from Stanford's Mochly-Rosen lab have identified a small molecule that targets a druggable site on the Drp1 protein, specifically blocking a its interaction with a partner protein that mediates its pathological responses- retaining normal function of Drp1 while blocking its pathological activity. The small molecule replicates the previously characterized activity of peptide P110, but without the inherent limitations of a peptide drug. P110 is not orally bioavailable, has a limited penetration to the brain and has a short halflife in vivo, thus limiting its translational potential.  The small molecule mimicking the activity of P110 is expected to overcome these pharmacokinetic barriers. In a mouse model of sepsis, the small molecule increased survival in animals challenged with LPS with nanomolar potency, while also improving symptom scores. Applications include Small molecule therapeutic for the treatment of:, Neurodegeneration, Sepsis, Myocardial infarction. Advantages of the device are New chemical entity and associated chemical space, Improved pharmacokinetics over existing Drp1 inhibitor, invented by the same laboratory, Improved selectivity to pathological Drp1 functions only, Binding mechanism retains baseline activity levels of Drp1."
Detection and prevention of unintended CRISPR/AAV-mediated concatemeric knockins                                                                                          ,https://techfinder.stanford.edu/technology/detection-and-prevention-unintended-crispraav-mediated-concatemeric-knockins             ,"Stanford researchers have discovered using a novel assay that a large proportion of CRISPR/AAV modified cells contain hidden concatemeric knockins that affect gene expression, and therefore developed a strategy to reduce their occurrence. The combination of AAV with CRISPR/Cas9 has proven to be a highly efficient strategy for site-specific genome editing.  Typically, Cas9 ribonucleoprotein (RNP) is electroporated into cells and induces a double-stranded break at a target site in the genome, while AAV delivers single-stranded DNA repair templates into the nucleus. The cell then employs endogenous DNA repair machinery to fix the Cas9-induced break using the AAV-delivered DNA as a template. This strategy has been used to make both small changes and large insertions in the genome, enabling both cures for genetic disorders as well as immune cell engineering for the treatment of cancers and autoimmune disorders. However, Stanford researchers recently discovered that a large proportion of cells (~50% or more) edited in this way contain target-site concatemeric knockins of the AAV genome. Critically, these concatemeric knockins greatly affect the level of gene expression but cannot be readily detected by commonly used assays. Researchers therefore developed novel strategies to detect these knockins as well as an approach to greatly decrease their occurrence. Stage of Development Preclinical: Researchers demonstrated a protocol to detect concatemeric knockins and reduce their occurrence by ~10-fold. Applications include Improved AAV/Cas9 mediated precision gene insertions, Treatment of genetic disorders, including sickle cell disease, cystic fibrosis, and epidermolysis bullosa, Ex vivo cell engineering, including CAR-T, Detection of concatemeric viral vector insertions and other complex genotypes, Prevention of concatemeric viral vector insertions. Advantages of the device are No existing methods to detect and reduce concatemeric knockins, Protocol requires minimal modification to existing gene editing pipelines."
"Eco-friendly method that produces ammonia, hydrogen peroxide, and methanol for value added products"                                                                     ,https://techfinder.stanford.edu/technology/eco-friendly-method-produces-ammonia-hydrogen-peroxide-and-methanol-value-added-products ,"Researchers within the Zare Lab, Department of Chemistry, have developed an eco-friendly, low cost, and simple method to produce inorganic small molecules (ammonia, hydrogen peroxide, oxygen, etc.) and short-chain organics (methanol, formic acid, ethane, etc.) through contact electrocatalysis. The current production standard for fertilizer, the Haber-Bosch process, accounts for 2% of total global energy, requires high pressure and high temperature situations, and contributes 1% to carbon dioxide emissions in the atmosphere. In contrast, this new process stirs humidified air, suspended polytetrafluoroethylene (PTFE) or silica particles, and nitrogen gas to produce ammonia at room temperature. This less specialized technique does not use toxic chemical precursors, substantially reduces carbon dioxide emissions, and requires less energy than is consumed in the Haber-Bosch process. In addition, the method is suitable for the synthesis of short-chain organics (less than three carbons) and inorganic small molecules. Stage of Development Figure 1:  Figure description: Schematic representation of the experimental setup, synthesizing ammonia (NH3) by bubbling nitrogen (N2) gas into bulk liquid water containing polytetrafluoroethylene (PTFE) particles suspended with the help of a surfactant at room temperature. Image credit: https://doi.org/10.1073/pnas.2318408121 Applications include Ammonia production for fertilizer, Methanol production, Hydrogen peroxide production, Formic acid production, Oxygen production, Ethane production, Methane production. Advantages of the device are Low cost, Less energy intensive  Uses humidified air instead of H2 as the proton source for ammonia production  , Uses humidified air instead of H2 as the proton source for ammonia production, Eco-friendly  Removes the need for toxic precursors, no carbon dioxide emissions  , Removes the need for toxic precursors, no carbon dioxide emissions."
Multimodal machine learning for improved decoding of silent speech                                                                                                        ,https://techfinder.stanford.edu/technology/multimodal-machine-learning-improved-decoding-silent-speech                              ,"Silent speech interfaces (SSIs) offer a non-invasive alternative to brain-computer interfaces for silent verbal communication. However, available SSIs have limited accuracy. Stanford researchers have therefore developed a new multimodal algorithm for decoding silent, attempted, or imagined speech. Researchers developed a new algorithm in which many different data modalities (audio, EMG, neural microelectrode arrays, etc.) are encoded via artificial neural networks. Innovative formulations of contrastive loss functions encode each data modality into a unified latent representation. This unified approach allows for the decoding of each individual data modality with superior efficacy and represents a leap forward in the field of multimodal machine learning for speech decoding. Stage of Development Prototype: achieves 12.2% word error rate on silent EMG and 3.7% word error rate on vocal EMG (significantly superior to state-of-the-art) Applications include Decoding and synthesis of text and audio from various speech forms, including verbalized, silent, attempted, and imagined speech, Communication devices for individuals with speech impediments and other conditions that impede speech, Consumer devices for communicating via subvocalization, New interfaces for conversational AI powered by silent speech. Advantages of the device are Superior accuracy over existing silent speech interfaces."
"Comprehensive analysis of the human microbiome, immune responses, and metabolic disease reveals new therapeutic strategies"                                              ,https://techfinder.stanford.edu/technology/comprehensive-analysis-human-microbiome-immune-responses-and-metabolic-disease-reveals   ,"Stanford researchers have created a new strategy for collecting and integrating human microbiome, multi-omics, and immune cell activation data that reveals new insights into the roles of different bacterial strains in human health. Humans live in concert with thousands of different bacteria throughout our bodies. These bacteria help digest our food, protect us from infection, and regulate our immune system. Accordingly, alterations in the human microbiome are associated with diseases ranging from diabetes to cardiovascular disease, and therapeutics that alter the microbiome represent a promising approach to treating a wide range of disorders. However, deciphering the roles of bacterial strains in disease has remained a major challenge, due to the large number of unique bacteria that compose the microbiome and their variability from individual to individual. Researchers therefore developed an approach that integrates microbiome analysis and multi-omics to better understand the roles of different members of the microbiome. Levels of immune markers and co-culture of immune cell organoids with different commensal bacteria further inform their role in the immune system. Using this approach, researchers discovered bacterial strains that could treat high cholesterol and insulin resistance or act as vaccine adjuvants. This strategy has broad applicability in creating new therapeutics that act by altering the microbiome. Stage of Development Clinical data: microbiome data, multi-omics, and clinical markers collected from 86 individuals over up to 6 years. Applications include Diagnosis of disease and disease progression through a microbiome signature, Microbiome-based therapeutics, including personalized therapeutics, Discovery of bacterial strains that can act as vaccine adjuvants. Advantages of the device are Simultaneous analysis of microbiome and immune response, Comprehensive multi-omics analysis, Personalized approach."
Increasing energy efficiency in robotic systems                                                                                                                           ,https://techfinder.stanford.edu/technology/increasing-energy-efficiency-robotic-systems                                             ,"Electric motors are widely used in robots but waste energy in many applications. This inefficiency leads to short battery life and hinders the adoption of new robotic technologies ranging from humanoids to exoskeletons. Researchers at Stanford have finally addressed this problem with a high-efficiency elastic energy-recycling actuator capable of reducing power consumption by 50-97%. These new actuators use controllable mechanical springs to store and release energy in tandem with an electric motor, reducing power consumption and offering increased performance for many robotic systems. Stage of Development  Prototype Applications include Exoskeletons, Robotic systems, Mobile robots, Prosthetic devices. Advantages of the device are Reduced power consumption by 50-97%, Increased efficiency, Better ability to use in long-term tasks."
Cold Gas Stream Method for CryoEM Sample Grid Vitrification                                                                                                               ,https://techfinder.stanford.edu/technology/cold-gas-stream-method-cryoem-sample-grid-vitrification                                  ,"Stanford researchers have developed an innovative technology for cryo-vitrification using a temperature-controlled cold gas stream instead of traditional liquid cryogen, which prevents grid distortion, enabling gentle sample cooling and continuous imaging throughout the vitrification process. Traditional cryo-vitrification methods which involve a plunge freezing or blot-less deposition or spraying liquid cryogen on cryoEM grids for vitrification encounter numerous challenges, from grid distortion and damage, imaging limitations, complex sample handling, equipment dependencies and constraints on time-resolved experiments. There is an urgent need for a solution that addresses these challenges for cryoEM sample preparation. Stanford researchers have developed a technology which addresses these issues by simplifying the vitrification process. Instead of submerging samples in liquid cryogen, this innovation uses a novel approach which exposes the sample and cryoEM grid to a temperature-controlled cold-gas stream delivered via a cryo-nozzle, which eliminates grid distortion and allows continuous imaging before, during, and after vitrification. Prior to vitrification, the gas stream is blocked to prevent premature cooling. Upon activation, the cold gas rapidly cools the sample grid, ensuring efficient vitrification. Since the sample and cryoEM grid do not move during the vitrification process and not submerged in a cryogen, the grids can be continuously imaged using an optical microscope and exposed to various triggers for time-resolved measurements during and after vitrification. Additionally, the sample-grid can safely remain in the cold gas stream for other operations and removed using a specialized cryo-tong (also part of this invention) and saved for cryoEM imaging. In summary, this innovation overcomes the limitations of traditional cryo-vitrification methods, offering a comprehensive solution for advanced sample preparation in cryoEM research. Stage of Development: Prototype. Next steps include additional testing to optimize this invention and conduct structural biology research at Stanford and SLAC National Accelerator Laboratory with other Stanford faculty and collaborators. Applications include Vitrify sample grids for successful CryoEM single-particle imaging, Preparation of sample grids for other techniques that employ rapid vitrification of samples for electron microscopy applications, Mitigates some of the problems associated with available devices for sample-grid vitrification, Facilitates extra sample manipulation and probing steps for time resolved CryoEM analysis. Advantages of the device are There is not a commercial device currently available that specializes in time-resolved cryoEM, Grid Protection due to gentle cold-gas stream, Continuous imaging throughout the vitrification process, Flexible and simplified sample handling, Streamlined sample preparation workflow, reducing complexity and costs, Eliminates the need for specialized equipment and accessible to a wider audience."
BRINP3-derived peptides – A Breakthrough in Obesity Treatment                                                                                                             ,https://techfinder.stanford.edu/technology/brinp3-derived-peptides-breakthrough-obesity-treatment                                   ,"Stanford researchers have discovered BRP3, a novel peptide derived from the BRINP3 protein, which effectively reduces food intake and body fat in mice, while preserving muscle mass, thus offering a novel, safe and effective solution to treat obesity. Obesity is a major global health concern expected to affect over 25% of the global population by 2035. It shortens life expectancy by 5-10 years and increases the risk of death from diabetes, heart disease, and other related conditions. Current weight loss methods, including caloric restriction and existing weight loss drugs, often lead to muscle mass reduction, compromising overall health and physical function. Combination therapies have been explored, but no current treatment prevents muscle loss while promoting weight loss. Effective drugs that can reverse obesity without causing significant side effects, including loss of muscle mass, remain an unmet need. To address this, Stanford researchers have discovered a novel peptide (BRP3) derived from the human BRINP3 protein that reverses obesity without causing muscle loss. BRP3 is a peptide cleaved from the parent protein BRINP3 and detected in human plasma. When administered to diet-induced obese mice, the peptide BRP3 reduced food intake within 30 minutes of a single injection, with effects lasting up to 3 hours. Subsequent studies showed that daily administration of BRP3 in diet-induced obese mice led to significant weight loss by 10% and improved glucose tolerance, with weight loss attributed to a reduction in subcutaneous and visceral fat mass, without changes in skeletal or heart muscle mass. In summary, this invention introduces BRP3, a BRINP3 peptide, which combats obesity by suppressing food intake and body fat without affecting muscle mass, showcasing its therapeutic potential as a safe and promising anti-obesity treatment. Stage of Development: In vivo. Next steps include working on determining the MOA (receptor) and evaluating side effects using toxicology studies. Applications include Anti-obesity peptide therapeutics for humans, Attractive to healthcare providers, patients and researchers seeking efficient weight loss solutions. Advantages of the device are Novel, effective, and safe obesity treatment, Reduces fat mass without affecting muscle mass, unlike existing therapies such as GLP1-RAs that lead to both fat and muscle mass loss., Muscle preservation ensures that patients maintain their physical strength and overall health while losing weight.."
SHIRT: Satellite Hardware-In-the-loop Rendezvous Trajectories Dataset                                                                                                     ,https://techfinder.stanford.edu/technology/shirt-satellite-hardware-loop-rendezvous-trajectories-dataset                            ,"The Satellite Hardware-In-the-loop Rendezvous Trajectory (SHIRT) dataset consists of images and pose labels associated with two rendezvous trajectory scenarios (ROE1 and ROE2) in Low Earth Orbit (LEO) created from two different sources. One is the OpenGL-based computer graphics renderer to create the synthetic images, and the other is the Testbed for Rendezvous and Optical Navigation (TRON) facility at the Space Rendezvous Laboratory (SLAB) of Stanford University which captures real images of a satellite mockup model illuminated with the diffuse light boxes to simulate Earth albedo light encountered in LEO. In ROE1, the servicer maintains the along-track separation typical of a standard v-bar hold point while the target spins about one principal axis, whereas in ROE2, the servicer slowly approaches the target tumbling about two principal axes. The sequential images of the SHIRT dataset  can be used to evaluate the robustness of machine learning models and vision-based navigation filters over time across domain gap. Applications include The data set can be used for any space rendezvous applications including but not limited to: , Space Logistics, On-Orbit Servicing, Debris Removal, Autonomous Rendezvous and Docking, Planetary Exploration, Teleoperation and Remote Sensing. Advantages of the device are Novel - First of its kind, Open Source, Domain Gap Bridging, Enhanced Realism, Improved Accuracy, Cost-Effective Development, Diverse Training Data, Standardization: ."
