title,link,description
Ultrasound Imaging with Spectral Compounding for Speckle Reduction,https://techfinder.stanford.edu/technology/ultrasound-imaging-spectral-compounding-speckle-reduction,"Stanford researchers at the Steven Chu Lab have developed and patented a method and apparatus to optimize speckle suppression in ultrasound imaging, usable for diagnostic purposes.  This method uses Fourier-transform limited pulses for spectral compounding. The optimization of pulse shape allows for the optimization of the trade-off between speckle reduction and axial resolution. Compared to images without spectral compounding, this invention can reduce the speckle noise by 2-3X and dramatically improve image quality, as demonstrated in preliminary data. Figure Stage of Development - Proof of Concept Applications include Diagnostic Ultrasound Imaging. Advantages of the device are Method minimizes speckle for given spatial resolution, Improves image quality, Enables general diagnostic purposes."
Therapeutic targets to limit high-grade glioma spread,https://techfinder.stanford.edu/technology/therapeutic-targets-limit-high-grade-glioma-spread,"Researchers in Dr. Michelle Monje-Deisseroth's lab at Stanford have identified therapeutic targets for drug development to limit the spread of high-grade gliomas (HGGs). HGGs, including glioblastoma and diffuse intrinsic pontine glioma, are a group of brain cancers with dire prognosis. They frequently invade a region of the brain called the subventricular zone (SVZ) and this spread correlates with decreased survival. Currently the only therapeutic approach to limit spreading into the SVZ is not optimal as it involves irradiation of the SVZ, which can cause very serious side effects. Thus, new targeted therapeutic strategies are needed. The inventors have determined that SVZ invasion is promoted by the secretion of pleiotrophin, which forms a complex with a group of proteins that acts as a chemoattractant for the glioma to the SVZ. Therapeutic agents that inhibit this chemoattractant complex, such as inhibitory nucleic acids, thus provide a strategy for treating HGGs. This technology provides potential new targets for drug development to limit the spread of deadly brain cancers. Figure Applications include Drug development- new targets for development of therapeutics to treat gliomas, Inhibitory nucleic acids (shRNA, siRNA, miRNA, ASOs) to treat HGG spread. Advantages of the device are Unmet medical need- existing therapeutic strategy is non-optimal, Provides new targets for therapeutic development."
An automated tool for vascular and perivascular segmentation of brain MRI data to identify the risk of dementia and accelerated brain atrophy,https://techfinder.stanford.edu/technology/automated-tool-vascular-and-perivascular-segmentation-brain-mri-data-identify-risk,"Stanford scientists have developed PVSeg, a tool that automatically segments vascular and perivascular compartments in brain MRI data. This innovative tool can identify non-demented individuals at increased risk of developing dementia and accelerated brain atrophy. PVSeg's metrics could serve as a screening tool, allowing early diagnosis of brain microvascular issues and potentially improving patient treatments and outcomes. Additionally, it could enrich clinical trials for treatments targeting cognitive decline by identifying suitable candidates at increased risk of future cognitive impairment, thereby reducing subject enrollment challenges and decreasing costs. Moreover, in clinical trials specifically targeting Alzheimer's disease pathology (amyloid-β and tau), PVSeg's metrics can refine the selection of participants with a ""purer"" form of preclinical Alzheimer's disease by identifying and screening out individuals with radiographic signs of vascular damage, improving efficiency and effectiveness of clinical trials for Alzheimer's disease. Finally, PVSeg's metrics are suitable for longitudinal assessments, allowing the evaluation of treatment effects on the brain vasculature in-vivo. Cerebral small vessel disease is a significant contributor to cognitive decline and dementia. Currently, clinicians use magnetic resonance imaging (MRI) to detect signs of vascular damage in the brain, such as white matter hyperintensities and microbleeds. However, these markers are often subtle in healthy individuals and lack quantitative precision. Recent advancements allow for the measurement of brain vasculature and perivascular spaces using standard T1-weighted MRI scans. Yet, current techniques have notable limitations: they are user-dependent, leading to potential inconsistencies, and lack inter-scanner reproducibility. These drawbacks hinder the execution of large-scale, longitudinal studies and clinical trials crucial for understanding the relationship between vascular changes and cognitive impairment over time. There is a clear need for a more robust, automated method to quantify cerebral vascular structures consistently across different MRI machines and over extended periods. A novel, fully automated algorithm has been developed to assess perivascular diameter and count of blood vessels with MRI-visible perivascular space in white matter and basal ganglia using standard 3D T1-weighted MRI scans. PVSeg demonstrates excellent inter-scanner and test-retest reproducibility, addressing key limitations of current methods. Importantly, the algorithm revealed significant associations between vascular metrics and dementia risk, as well as brain atrophy rates, in a large-scale study (>10,000 subjects). By enabling more efficient screening in clinical trials, PVSeg has the potential to substantially reduce required participant numbers and to refine their selection, thereby increasing trial power and reducing costs in dementia research. Stage of Development:  Applications include Assessment of cerebral small vessel disease and its relation to cognitive decline, Early detection of individuals at high risk for dementia, Enrichment of clinical trials for cognitive impairment and dementia, Evaluation of treatment effects on brain vasculature in-vivo. Advantages of the device are Fully automated segmentation of vascular and perivascular compartments in brain MRI, Excellent inter-scanner reproducibility and test-retest repeatability, Robust performance in longitudinal studies, Requires only standard T1-weighted MRI sequences, enabling widespread use, Potential for significant cost reduction in clinical trials through improved participant selection."
Electronic Lateral Flow Assay Rapidly Detects and Quantifies Multiple Compounds Wirelessly,https://techfinder.stanford.edu/technology/electronic-lateral-flow-assay-rapidly-detects-and-quantifies-multiple-compounds,"Stanford researchers have developed a electrochemical lateral flow assay (eLFA) diagnostics platform that eliminates the instrumentation typically needed to analyze or read point of use tests. Point of use tests are commonly conducted under scenarios where resources are scarce. They are utilized in order to rapidly detect and quantify multiple compounds of interest in biological, chemical and environmental samples. However, instrumentation cost, size and power requirements can severely limit utilization of point of use tests in resource-limited settings. Elimination of the instrumentation typically required to analyze or read point of use tests would enable modern diagnostics technologies to be employed more widely. This would provide users with real-time, actionable health and/or environmental information. Therefore to address the limitation of instrumentation, Stanford researchers developed a electrochemical lateral flow assay diagnostics platform that eliminates the need for expensive analyzers or reader instrumentation typically required for quantitative tests. Instead the eLFA communicates the presence or abundance of compounds of interest to a user wirelessly via a cell phone app. This advanced eLFA technology platform presents commercial opportunities as it is compatible with the two most widely utilized molecular diagnostics test formats, sandwich assays and competition assays. Stage of development Prototype Applications include Tests that can identify and wirelessly communicate the presence or abundance of:  Infectious disease antigens or antibodies in biological samples Human and veterinary health and wellness biomarkers in biological samples and/or chemical irritants or toxins in environmental samples Adulterants or impurities in foods, chemicals and pharmaceuticals  , Infectious disease antigens or antibodies in biological samples, Human and veterinary health and wellness biomarkers in biological samples and/or chemical irritants or toxins in environmental samples, Adulterants or impurities in foods, chemicals and pharmaceuticals. Advantages of the device are Accurate and low-cost, Eliminates the need of traditional test reader instrumentation., Capability to measure multiple biomarkers simultaneously, Powered wirelessly."
Additive manufacturing of iron components for magnetic shielding,https://techfinder.stanford.edu/technology/additive-manufacturing-iron-components-magnetic-shielding,"Researchers in the Gu Research Group and SUPER lab have developed an additive manufacturing method for making iron-based magnetic shielding coatings and components by controlling the geometry of the iron, leading to significantly better performance.  Magnetic shielding protects vulnerable devices used in automotives, aerospace and aviation, telecommunications, data storage, medical imaging equipment, high precision instruments, and more.  Permeability, magnetic saturation, thermal stability, and operating frequency range determine magnetic shield effectiveness. Iron has excellent magnetic saturation and thermal stability, but can only be used in the frequency range of 100 Hz due to eddy current losses. Fe-Si and other soft metal alloys are typically used, which are expensive and difficult to process. The Stanford researchers' additive manufacturing (AM) method leverages space-filling curves to increase the iron components frequency range three orders of magnitude to above 1 kHz, without affecting iron's saturation, permeability, or thermal stability.  The process is easier, faster, and less expensive than industry standards, and resulting prototypes meet or outperform industry standard devices made from more resistive nanocrystalline and amorphous compositions, and laminate devices made from electrical steel. (See graph)  In addition, the AM shield shape can conform closely to the shape of the component it is shielding, and other high-saturation and high temperature shielding materials may be used, such as FeNi and FeCo alloys. Stage of Development – Proof of Concept Topology optimization is ongoing for iron, other magnetic metallic alloys (FeNi and FeCo), and amorphous metals to increase their cut-off frequency to the MHz regime to compete with ferrites and Iron/Polymer composites.   Additively manufactured, space-filling curve prototype Hilbert structures with an inset of the CAD model including a comparison of the order 4 and order 5 cross-sections. (Image Courtesy the Gu Group and SUPER Lab)  Benchmark comparison of topology optimized additively manufactured components (o4, o5) vs. solid and laminated components (Image Courtesy the Gu Group and SUPER Lab) Applications include Custom magnetic shielding for: , Medical Devices and Medical Imaging Equipment, Electronics and Magnetic Storage Media, High-Precision Instruments (e.g. electron microscopes, etc), Automotive, Aerospace and Aviation, Telecommunications. Advantages of the device are Faster, easier processing at lower cost  - No need for complex stacking laminations. After printing, components can be cut off the substrate with no further processing before the device assembly., Custom design fabrication (via additive manufacturing) tailored to a particular application, Superior performance."
Baseband Quantum Networks for Superconducting Circuits,https://techfinder.stanford.edu/technology/baseband-quantum-networks-superconducting-circuits,"Stanford researchers have developed an approach to enable larger superconducting quantum systems that can likely span several refrigerators, necessitating connecting qubits across refrigerators efficiently. Current connectors are limited in its scalability. Superconducting coaxial cables have not been seriously considered for connecting qubits in neighboring dilution refrigerators because they lose quantum information too quickly at typical superconducting qubit frequencies (approximately 2-8 GHz). However, it is known that such cables are extremely low loss at low frequencies when the wavelength of light is comparable to the fridge-to-fridge separation. This invention enables qubits to be strongly coupled to the low-frequency modes of superconducting coaxial cables using a circuit that transduces quantum information from typical qubit frequencies down to a lower frequency, the so-called baseband, where the tradeoff between frequency-dependent loss and thermal fluctuations is optimized. Stage of Development Applications include Quantum computing data centers,  where computational tasks can be distributed over superconducting quantum processors in different dilution refrigerators, End user will be researchers and industry  seeking to run larger quantum simulations or solve larger optimization problems not currently possible with current computation capabilities. Advantages of the device are Scalable, Improves the accuracy and capacity of the quantum channel,   especially using frequencies around 200 MHz instead of 8 GHz, Enables many hundreds of times increase in transmission rates,  especially in contrast to other approaches, i.e. using optical photons, or microwave photons through waveguides."
Ultrasound Heat Therapy Device for Preventing Perineal Tears During Labor and Delivery,https://techfinder.stanford.edu/technology/ultrasound-heat-therapy-device-preventing-perineal-tears-during-labor-and-delivery,"Of the 1.4 million first time mothers giving vaginal birth in the United States, approximately 75% will experience tearing of their vagina or perineum. During labor, the pelvic floor stretches to accommodate fetal passage, and overstretching of this relatively inelastic tissue can result in tearing and permanent injury. Up to 7% of mothers will experience the most severe form of tears, where the laceration extends from the vaginal opening all the way to the anus and rectum, damaging the underlying tissues. These severe injuries require comprehensive repair, and put patients at increased risk of post-partum complications such as infections, wound dehiscence, and pain. Patients with severe tears are also more likely to experience long term sequelae of their injuries including incontinence, prolapse, and dyspareunia. These result in ongoing follow-up visits, out of pocket costs, and in some cases additional surgical procedures. The prevention of perineal trauma during childbirth remains a significant concern for maternal health. Evidence suggests that applying heat to the perineal area can potentially reduce the risk of trauma by increasing tissue elasticity and blood flow. However, current methods for delivering this heat, such as conductive heating pads or compresses, present challenges in achieving safe and effective temperatures. Conductive heat can easily lead to burns, especially in the sensitive perineal region of patients that are often under anesthesia. Most available equipment is not designed to provide the consistent, controlled heat necessary to induce beneficial changes at the tissue level. The development of an ultrasound-based heating device specifically for the perineum offers a promising solution to these challenges. By using ultrasound technology, heat can be applied more precisely and safely, reducing the risk of burns while delivering the optimal temperature needed to increase tissue elasticity and potentially lower the risk of perineal tears. This approach combines both safety and effectiveness, addressing the usability gaps in current heating methods and providing a novel intervention for childbirth-related perineal trauma prevention. Inventors at Stanford have developed a handheld therapeutic device that uses ultrasound energy to heat the tissues of the perineum. The device consists of a reusable ultrasound unit with a single use disposable gel pad which will be exchanged between patients and can be easily replaced if soiled. The energy from the device improves pelvic floor elasticity by 1) changing the viscoelastic properties of the underlying tissue at a precisely controlled depth, 2) stimulating blood flow to improve tissue's resistance to tearing, and 3) inhibiting neural pathways that lead to over-contraction of the pelvic muscles during the delivery. The device provides a low-cost therapeutic solution that ensures sterility, patient comfort, and ease of use at the bedside. Stage of Development Proof of Concept - The device is at the proof-of-concept stage. Existing literature supports the efficacy of heat in reducing perineal trauma, and we have successfully demonstrated that our ultrasound technology can safely heat tissues at the required depth without causing burns. This establishes a strong foundation for the device's potential in preventing perineal tears during childbirth. Further development is focused on optimizing the device for clinical use. Applications include Perineal trauma, Maternal health, OB/GYN, Labor and Delivery, Medical device, Therapeutic ultrasound. Advantages of the device are No existing commercial solutions aimed at reducing perineal tears during delivery, Precise control of heat delivery: precision targeting and controlled temperature that ensures an optimal temperature at deeper tissues without overheating the skin, Non-invasive and safe, Portable and user-friendly design."
Using gene therapy and metabolite supplementation to treat ciliopathies,https://techfinder.stanford.edu/technology/using-gene-therapy-and-metabolite-supplementation-treat-ciliopathies,"Stanford scientists have discovered that novel gene therapy and metabolite supplementation approaches show promise in treating ciliopathies. These potential breakthroughs could significantly impact patients, as there are currently no approved treatments for any ciliopathy condition. Ciliopathies are genetic disorders affecting multiple organ systems and reducing life expectancy. Joubert syndrome, a rare form of ciliopathy, is characterized by midbrain defects, ocular motor apraxia, and developmental delays. At least 35 genes critical for cilia function have been identified in these disorders. Ciliopathies can lead to renal failure, progressive blindness, and other severe complications. Despite the identification of key genes like ARMC9 and the significant impact on patients' quality of life, there are currently no approved treatments for any ciliopathy condition, highlighting the urgent need for novel therapeutic approaches. Gene therapy and metabolite supplementation resulted in a rescue of cilia formation in Joubert Syndrome patient cells. Importantly, these treatments rescued cellular defects and cilia deficiency in vivo and in cellular models. Consequently, gene therapy and metabolite supplementation have the potential to significantly improve patient outcomes and transform the treatment landscape for ciliopathies by addressing the fundamental cellular and molecular defects underlying these disorders. Stage of Development Preclinical - in vivo Continued research - continuing with future applications for NIH funding Applications include Treatment of ciliopathies, including Joubert Syndrome, Addressing cellular defects and cilia formation in genetic disorders, Potential therapy for multiple organ systems affected by ciliopathies. Advantages of the device are Gene therapy rescues cilia formation in Joubert Syndrome patients, Metabolite supplementation restores cellular defects and cilia deficiency in vivo and in cells, Versatile approaches that can potentially address multiple ciliopathy manifestations."
Using exosomes as biomarkers for non-invasive brain tumor detection,https://techfinder.stanford.edu/technology/using-exosomes-biomarkers-non-invasive-brain-tumor-detection,"Stanford scientists have developed a device to distinguish the molecule-specific signatures of diseased exosomes isolated from glioblastoma patients. The device is portable, disposable, and low-cost, enabling point-of-care assessment of disease. Classifying exosomes from patient plasma can be used as a diagnostic for rapid, sensitive, and non-invasive diagnoses of brain cancers. Glioblastoma detection poses significant challenges due to its complex nature and similarity to other brain lesions. Current diagnostic methods, primarily relying on MRI and biopsy, are limited in their ability to accurately distinguish glioblastoma from other conditions or detect early recurrence. The heterogeneity of glioblastoma further complicates diagnosis, requiring extensive molecular and histopathological analysis as per WHO guidelines. These methods are often costly, time-consuming, and not universally accessible. With a median survival of less than 15 months and a 90% recurrence rate, there is an urgent need for more efficient and accurate detection methods. Developing a rapid, cost-effective, and non-invasive screening tool could substantially enhance glioblastoma diagnosis, enabling earlier detection, more precise tumor margin identification, and improved differentiation from treatment-related changes. Consequently, a molecule-specific non-invasive tool that can provide comprehensive diagnostic information is essential to address these clinical challenges and improve patient outcomes. Using Surface Enhanced Raman spectroscopy (Glio-SERS) and machine learning to classify exosomes resulted in high specificity and sensitivity in glioblastoma identification. Importantly, Glio-SERS is capable of differentiating between glioblastoma and other brain lesions with high accuracy. Consequently, Glio-SERS has the potential to drastically improve glioblastoma detection and transform the brain cancer field by providing a rapid, sensitive, and non-invasive diagnostic for glioblastoma patients. Figure:  Figure description: A schematic showcasing the diagnostic device Stage of Development: Proof of Concept Applications include Detection of glioblastoma and other brain tumors, Diagnosis of neurodegenerative diseases and brain cancers, Creation of a spectral library of exosome molecular signatures, Distinguishing healthy vs brain tumor patients from plasma exosomes, Distinguishing different brain tumors from each other. Advantages of the device are Non-invasive due to the use of patient plasma samples, High sensitivity and specificity even when differentiating similar neurological diseases, The device is portable which allows point-of-care diagnosis, Rapid turnaround time in diagnostic procedures, Can assist physicians for deciding on whether further clinical tests required (MRI, biopsy, surgical removal of the tumor), and help reducing the unnecessary imaging/invasive surgical procedures, Can detect tumor recurrence from post-surgical tissue changes that existing imaging techniques might fall short of, eliminating unnecessary imaging/invasice surgical procedures."
ePay / Stanford CardinalPay Platform for Managing Merchant Accounts in Complex Organizations,https://techfinder.stanford.edu/technology/epay-stanford-cardinalpay-platform-managing-merchant-accounts-complex-organizations,"This technology developed at Stanford is a software platform for administering Stripe merchant accounts shared across large, complex organizations. Payment collection via a service like Stripe when many accounts are used within a large organization or when one account is shared across a complex organization can become difficult to manage. This software was created as an all-in-one solution to allow the Associated Students of Stanford University (ASSU) group to manage Stripe usage across 1000+ groups and multiple unique use cases and has proven effective in managing day-to-day merchant operations for these groups. This solution can be applied to and customized for entities with a similar level of business complexity such as those in higher education, government, the corporate world Applications include Software to manage merchant accounts, specifically Stripe accounts, for large and complex organizations. Advantages of the device are Allows for separation of ledger data and payment landing pages for individual groups so they can track their individual merchant activity while being part of a larger organization, Helps manage Payment Card Industry (PCI) compliance obligations, Allows for additional customization well beyond the native abilities of the Stripe platform."
"Noninvasive, ultrasonic cerebrospinal fluid clearance to treat brain injuries",https://techfinder.stanford.edu/technology/noninvasive-ultrasonic-cerebrospinal-fluid-clearance-treat-brain-injuries,"Researchers in the Airan Lab have developed a noninvasive method using low intensity transcranial ultrasound to drive cerebrospinal fluid (CSF) glymphatic and lymphatic flow to clear brain injury waste products from CSF and brain interstitium.  Unlike other approaches, this method is nonpharmacologic; free of exogenous agents such as nanoparticles or microbubbles; requires no sensory stimulation nor a specific neural activity pattern; and can be applied when the patient is awake, asleep, or semi-conscious.  In mouse models, the ultrasonic CSF clearance (UCC) treatment reduced neuroinflammatory and neuro cytotoxic profiles, improved behavioral outcomes, and increased acute brain injury survival.   Effective, noninvasive and versatile, the UCC treatment could be a pivotal tool in treating  hemorrhagic, ischemic or traumatic brain injury; migraines; neurodegeneration; intracranial hypertension, normal pressure hydrocephalus; and other chronic brain diseases. Stage of Development: Proof of Concept Under funding from Corundum Neurosciences and the Focused Ultrasound Foundation, the Airan Lab is actively designing a prototype device to facilitate UCC treatment protocol in a human trial. Applications include Transcranial focused ultrasound treatments for: , Hemorrhagic, ischemic, traumatic, and tumor-induced brain injuries, Edema, intracranial hypertension, hydrocephalus, and intracranial pressure elevation, Autoimmune or infectious encephalitis, Migraines, headaches, and concussion, Epilepsy, sleep and circadian rhythm disorders, and other chronic brain diseases. Advantages of the device are Noninvasive and nonintrusive - can be applied in the awake, asleep, or obtunded patient, Nonpharmacologic, free of pharmacologic side effects, and free of exogenous agents (e.g. nanoparticles, microbubbles, etc.), Effective - reduces neuroinflammatory and neuro cytotoxic profiles, improves behavioral outcomes, decreases morbidity and, increases survival for acute brain injury, Broadly applicable to treat various brain diseases."
Predictive Biomarker for Hepatocellular Carcinoma (HCC) Recurrence,https://techfinder.stanford.edu/technology/predictive-biomarker-hepatocellular-carcinoma-hcc-recurrence,"Stanford researchers have developed a predictive biomarker for hepatocellular carcinoma (HCC) recurrence post-treatment that provides key spatial distribution information about cell interaction. Hepatocellular carcinoma is the most common form of liver cancer and has poor five-year survival rates of below 20%. Early-stage HCC patients often undergo surgery to remove damaged livers as a means of disease intervention. However, the effectiveness of surgery is often counteracted by high recurrence rates, which can range from 50-70%. To reduce high recurrence, adjuvant therapies can be used in the clinic, yet these therapies cause severe adverse events in more than a third of the patients. One of the primary challenges of combating early recurrence is identifying reliable biomarkers to help predict patients who are most likely to experience HCC recurrence after treatments like surgery or chemoembolization. Prior biomarkers for HCC, such as gene signatures or protein expression, are limited in their ability to provide information about the spatial distribution of cells or how cancer and immune cells interact with each other. To address this gap Stanford researchers developed a novel spatial signature/ biomarker capable of identifying patients at high risk of recurrence with high accuracy. This predictive capability could enhance patient outcomes by making more informed selection of patients for risky adjuvant therapies, as well as enabling more tailored post-operative treatment plans. The technology is also designed to work with standard histology samples, making it easily integrable into current clinical and commercial workflows without the need for specialized equipment or processes. Stage of research In vivo data Applications include Predictive diagnostic tool for liver cancer, Identifying patients who need adjuvant therapy, Personalized medicine & patient management (aid more effective post-surgical treatment decisions), Monitoring and managing HCC recurrence. Advantages of the device are Incorporates complex spatial contexts of cellular interactions., More accurate prediction of disease progression., Easily integrable into current clinical workflows.."
A general method for large-scale alignment of cellular and molecular properties measured in live beings and postmortem on the same biological sample,https://techfinder.stanford.edu/technology/general-method-large-scale-alignment-cellular-and-molecular-properties-measured-live,"Typically, cell live imaging and cell molecular profiling are performed on two different samples without the direct observation of two modalities of information on the exact same cells. The main challenge lies in tissue distortions and loss of spatial information during sample processing, such as slicing or chemical treatments. Stanford researchers have developed a solution to track the spatial coordinates of the sample throughout the process. By maintaining a coordinated reference system and correcting for distortions, the method allows researchers to map molecular profiles back to the same cells that were observed in vivo. This approach offers a new level of precision in studying organs like the brain, liver, or kidney, where understanding both cellular function and molecular properties is critical. Stage of Development  In vivo: studies in neurons in the mouse brain Applications include Aligning of in vivo cell imaging and ex vivo structural molecular profiling of the same cells, Research in:  Neuroscience, cancer, clinical diagnostics, drug development, immunotherapy. Advantages of the device are Large-scale alignment, Precise, Economical, Reliable, Only such method in the market."
Deep Learning Enabled Hybrid CT-MRI with Highly Sparse Sensory Data,https://techfinder.stanford.edu/technology/deep-learning-enabled-hybrid-ct-mri-highly-sparse-sensory-data,"Among the many medical imaging modalities, CT and MRI scans are utilized most often for imaging bone and soft tissue respectively. As such, physicians often require both images to fully diagnose patients and determine treatment plans. To better harness these advantages, this work has developed a deep-learning model for creating hybrid CT-MRI images from highly sparse sensory data. The key component of this technology utilizes the assumption that each hybrid, CT, and MRI image can be reconstructed from a shared latent feature space. Therefore, the training set only requires a mini-batch of CT and MRI images each which is fed into the cross-modal auto encoder framework. Preliminary testing has shown that analytic reconstruction of just the CT or MRI images show large streak artifacts due to under-sampled data, but the hybrid image has high similarity with the true images. The degree of fusion between CT and MRI can also be tuned using a fusion hyperparameter allowing physicians to create the most useful image. Stage of Research Applications include Treatment planning for radiation therapy, Hybrid image guided interventions (e.g., radiation therapy or surgery), Effectively fuse different modality images: low-dose CT and fast MRI reconstruction. Advantages of the device are Higher image quality for improved diagnostics and image guidance: hybrid images preserve high bone contrast and clear soft tissue dynamic range, Creation of MRI image from CT sensory data, and vice vera., Reduced human intervention in regularization term design."
Design of Universal H5 Influenza virus vaccine candidates via Antigen Reorientation,https://techfinder.stanford.edu/technology/design-universal-h5-influenza-virus-vaccine-candidates-antigen-reorientation,"Researchers at Stanford University have developed novel universal vaccine candidates for H5 influenza viruses. Influenza remains a serious threat to public health. H5 avian influenza strains are among the most concerning despite lack of documented human to human transmission due to their high mortality rates (40-60%). Currently available vaccines are unlikely to confer significant immunity to H5. Additionally, a large portion of public health resources every year are expended to create a seasonal vaccine for influenza viral strains that are circulating in the general population. Taken together, these facts point towards the urgent unmet need for a universal influenza vaccine. Stage of Development Research - in vivo Stage of Research The inventors have created novel vaccine candidates for H5 influenza viruses. Specifically, the immune response to these vaccine candidates is directed towards specific epitopes that are conserved across strains and are less mutable than epitopes that are traditionally exposed. A modified H5 HA antigen is presented in a defined orientation via electrostatic interactions with the adjuvant such that specific epitopes are exposed and the immune response is therefore directed towards those exposed epitopes. This in turn will confer immunity to a larger breadth of viral variants. Experiments in mice with these vaccine candidates have shown that these vaccine candidates generate broad immunity to a number of influenza strains. Applications include Vaccine candidates for H5 avian influeza, Vaccine candidates for a breadth of influenza viruses. Advantages of the device are Generates broad immunity to a number of influenza viral strains via exposure of a conserved epitope."
Selective sensitization of cancer cells to elimination by cytotoxic lymphocytes,https://techfinder.stanford.edu/technology/selective-sensitization-cancer-cells-elimination-cytotoxic-lymphocytes,"Researchers at Stanford University have developed a novel method for the treatment and prevention of cancer. The immune system is an integral part of the human body's response to outside threats, including cancer. Specifically, cytotoxic CD8+ T cells have been shown to selectively seek and eliminate cancer cells. However, cancer cells have evolved several ways to evade this immune response, including downregulating receptors, altering tumor associated antigens, and changing the tumor microenvironment. High throughput genetic knockdown and knockout screens have been highly effective in identifying key genetic drivers of these mechanisms. However, these screens are most likely to identify factors that are necessary but not sufficient for a response. A need exists for new methods in identifying and isolating novel regulators of the cancer immune interface. Stage of Research The inventors have developed a method by which cancer cells are able to be specifically sensitized to enhance their elimination by cytotoxic lymphocytes. Specifically, the inventors performed a screen to identify factors which make cancer cells more susceptible to killing by CD8+ T cells. These targets were then overexpressed, individually or in combination, in cancer cells in order to sensitize them to cytotoxic lymphocyte killing. Targets for this sensitization also include ligands that can act in a paracrine signalling mechanism to induce cytotoxic killing activity in engineered lymphocytes. Taken together, this invention comprises a promising therapeutic avenue for the treatment and prevention of cancer. Stage of Development Research - in vitro Applications include Production of sensitized cancer cells and engineered cytotoxic lymphocytes, Novel therapeutic avenue for the treatment and/or prevention of cancer. Advantages of the device are Targets are more likely to be necessary and sufficient to produce significant anti-cancer effects."
Compositions and methods for re-activation of dysfunctional skeletal stem cells,https://techfinder.stanford.edu/technology/compositions-and-methods-re-activation-dysfunctional-skeletal-stem-cells,"Researchers at Stanford University have developed a novel therapeutic avenue for the treatment of osteoporosis and other musculoskeletal diseases. Musculoskeletal disease incidence rates have increased in recent years in response to an aging population. Available therapies for osteoporosis-related bone loss are effective but come with significant side effects. As such, there is a need for novel therapeutic approaches with minimal side effects profiles. In a separate vein, stem cell technologies represent a new frontier in modern medicine. Indeed, human skeletal stem cell (hSSC) dysfunction has been implicated in musculoskeletal diseases, specifically in the context of aging. There remains a major unmet medical need for therapies targeting the re-activation of dysfunctional hSSCs in the context of musculoskeletal diseases. Stage of Development Research - in vivo Stage of Research The inventors have pioneered a novel method for re-activating dysfunctional hSSCs in the context of disease or age related dysfuntion. These researchers found that aged SSCs have lower bone-forming potential due to their a lack of diversity via their skewed lineage trajectory towards fibrostromal tissues. Using a Boolean mathematics approach, they identified two factors that can re-instate youthful SSC activity in dysfunctional diseased or aged SSCs. Specifically, this method involves contacting stem cells with a combination of an inhibitor of bone morphogenic protein (BMP)/transforming growth factor beta (TGF-B) and an activator of Hedgehog (Hh) signalling. Indeed, co-administration of such factors was shown to increase osteogenesis in mice. Applications include Regeneration of bone due to aging and or disease. Advantages of the device are Has the potential to offer a more limited side effect profile than currently available therapies, Can be delivered using biodegradable hydrogels."
Novel small molecule negative allosteric modulators of the mu-opioid receptor,https://techfinder.stanford.edu/technology/novel-small-molecule-negative-allosteric-modulators-mu-opioid-receptor,"Researchers at Stanford University and Washington University in St. Louis have discovered a novel molecular pathway for the treatment of opioid overdose. Opioids are a powerful tool for pain management when used in clinical care settings. However, in recent years these drugs have been misappropriated for recreational use, spurring a public health crisis. In the US alone there were over 80,000 deaths due to opioid overdose in 2022. Naloxone has proven to be a key tool in the fight against opioid overdose by acting as an agonist of the mu-opioid receptor (MOR). However, use of naloxone for opioid overdose has drawbacks, including that naloxone requires larger, repeated doses in response to more potent fentanyl. To this end, a need exists for novel negative allosteric modulators of the mu-opioid receptor (MOR) that are selective with limited off target effects. Stage of Development Research - in vitro Stage of Research Researchers sought to improve upon their previous finding (compound 368) via structure-based optimization in order to find compounds with enhanced medicinal chemistry properties. Specifically, researchers modified a potentially labile sulfide to an ether to improve its pharmacokinetic properties.  Researchers found that this compound is an allosteric modulator of the MOR in vitro. While this molecule is still a full inhibitor of the MOR, it has a dampened ability to enhance naloxone affinity for the receptor, which in turn makes the molecule less dependent on co-administration with naloxone for activity. Applications include Novel treatment of opioid overdose. Advantages of the device are Potentially less dependent on co-administration with naloxone for therapeutic effects."
