"university","title","number","patent","link","description","LLM Summary","LLM Teaser"
"Stanford University","Enhancing Texture Detection with Angle-Adaptive Pixel Technology","Docket #: S23-046","","https://techfinder.stanford.edu/technology/enhancing-texture-detection-angle-adaptive-pixel-technology","Stanford Researchers have developed a novel way of discerning texture in images with the help of nanostructured pixels.\nConveying surface textures in images has been an issue in modern imaging techniques. Humans perceive texture from an object's appearance, but this has not been possible in modern imaging without a reduction in resolution, and it remains a prevalent problem in multiple fields relying on accurate images of the environment.\nNow, researchers at Stanford have discovered a way to convey surface texture with the use of nanostructured pixels. Through constructing angular responses from conventional pixels, the researchers enabled the detection of a variety of surface textures, even with a minimal set of angle-sensitive pixels. The technology is compatible with existing optical technologies resulting in accurate single-shot surface texture imaging.\nStage of Deverlopment\nPrototype\n\nApplications: Improved texture detection in imaging systems, Conventional cameras, Machine vision cameras, Security cameras, VR/MR headsets, Light-field cameras, LIDAR depth cameras.\n\nAdvantages: Better imaging of textures without losing image resolution, Improved imaging of textures without the need of additional optics, Improves on existing sensor processes with compatible technology imaging..","**Summary:** Researchers at Stanford have introduced a new technique that enhances texture detection in images through the use of nanostructured pixels. Traditional imaging methods struggle to convey surface textures without compromising resolution, which poses challenges across various fields that require precise imaging. The innovative method involves constructing angular responses from standard pixels, allowing for the detection of diverse surface textures using a limited number of angle-sensitive pixels. This technology is designed to be compatible with existing optical systems, facilitating accurate single-shot surface texture imaging.

**Applications:** The technology has potential applications in improving texture detection in imaging systems, including conventional cameras, machine vision cameras, security cameras, virtual and mixed reality headsets, light-field cameras, and LIDAR depth cameras.

**Problem Solved:** The development addresses the longstanding issue of adequately conveying surface textures in images without sacrificing resolution, thereby enhancing the capabilities of imaging technologies across multiple sectors that depend on high-quality visual representation of the environment.","Stanford researchers have developed a new technique for discerning texture in images using nanostructured pixels. This advancement addresses the longstanding challenge of conveying surface textures in modern imaging without sacrificing resolution."
"Stanford University","Integrated Laser Stabilization with Built-In Isolation","Docket #: S22-318","","https://techfinder.stanford.edu/technology/integrated-laser-stabilization-built-isolation","Stanford Nanoscale and Quantum Photonics Lab researchers developed a passive, magnet free, integrated on-chip laser stabilization and isolation device. Lasers need a way to prevent the light they emit from reflecting into the laser and destabilizing it. Bulky magnetic devices are typically used to block the reflections, which is unfeasible for chip-scale lasers. Jelena Vuckovic's group solves this problem by combining the laser feedback stabilization and isolator into a single integrated device (see figure 1). This device uses a high quality factor ring or disk resonator that acts as a circulator under high optical power. The ring coupled to a laser or optical gain media and combined with a feedback path stabilizes the lasing mode, reducing laser linewidth by several orders of magnitude. These devices need no external drives and operate without generating electromagnetic or magnetic field background interference. Simplifying and integrating the stabilization and isolation, reduces data communication systems costs and enhances performance, which opens new commercial opportunities in LiDAR, spectroscopy, and mobile optical computing.\nFigure 1 Optical image of hybrid integration of DFB laser with the isolator\nImage courtesy the Nanoscale and Quantum Photonics Lab\n\nApplications: Integrated lasers for:, Data communications systems including the Internet, Lidar, Spectroscopy, Mobile optical computing.\n\nAdvantages: Reduces bulk, complexity, and cost, Simple, combined stabilization and isolation, Fabricated via existing semiconductor processing technologies and well-known semiconductor-based material, Passive and magnet free, integrated high-performance chip-scale laser.","**Summary:** Researchers at Stanford Nanoscale and Quantum Photonics Lab have developed a passive, magnet-free, integrated on-chip device that stabilizes and isolates laser emissions. This device addresses the challenge of reflections destabilizing lasers by eliminating the need for bulky magnetic isolators, which are unsuitable for chip-scale applications. By utilizing a high-quality factor ring or disk resonator, this integrated solution stabilizes the lasing mode and significantly reduces laser linewidth. The device operates without external drives or generating electromagnetic interference, simplifying design and enhancing performance.

**Applications:** The technology has potential applications in integrated lasers for data communication systems, including the Internet, LiDAR, spectroscopy, and mobile optical computing.

**Problem Solved:** This innovation resolves the issue of laser destabilization due to light reflections, providing an efficient method for laser stabilization and isolation that is compact and cost-effective, thus advancing the capabilities of various optical technologies.","Researchers at Stanford's Nanoscale and Quantum Photonics Lab have developed a passive, magnet-free, integrated on-chip device that stabilizes and isolates laser output to prevent destabilization from reflected light. This innovation combines laser feedback stabilization and isolation into a single compact unit, addressing the limitations of bulky magnetic devices used in traditional systems."
"Stanford University","Ring electrode design for spurious suppression in piezoelectric resonators","Docket #: S23-006","","https://techfinder.stanford.edu/technology/ring-electrode-design-spurious-suppression-piezoelectric-resonators","Researchers in the Stanford University Power Electronics Research Lab developed an effective ring electrode that removes spurious modes in piezoelectric resonators. Spurious modes, secondary resonances in a bulk acoustic material, disrupt efficient piezoelectric-based power converter operation and worsen performance of other piezoelectric resonator applications, such as RF filters. By introducing a metallized, concentric ring, separated from the active electrode by a thin gap, the boundary conditions for supporting spurious lateral modes are changed such that these modes experience zero coupling coefficient and are not supported. (See comparison with reference designs in figure 1.) The SUPER Lab bulk lithium niobate acoustic resonator design is the first method that removes spurious modes in piezoelectric resonators tailored for power electronics and telecommunications applications like acoustic filters, oscillators, and transformers.\nImage courtesy the SUPER Lab\nFigure 1 Simulated impedances (Z) and resistances (R) of the rectangular reference design (a), the circular reference design (c), and the novel grounded ring design (e). Displacement at resonance of all three designs, marked by triangles in the impedance plots, are illustrated in (b, d, f).\nStage of Development – Prototype\nThe SUPER Lab working prototype achieved a high Q of 4000, kt2 of 30%, and a large fractional suppressed region of 62%. Research continues to extend the design to applications like filters, oscillators, and transformers .\n\nApplications: Power electronics - piezoelectric power converters, Telecommunications - acoustic filters.\n\nAdvantages: Improved efficiency and performance - high Q of 4000, kt2 of 30%, and a large fractional suppressed region of 62%., First method that removes spurious modes in piezoelectric resonators tailored for power electronics..","**Summary:** Researchers at Stanford University developed an innovative ring electrode that effectively eliminates spurious modes in piezoelectric resonators. By using a metallized, concentric ring separated from the active electrode by a thin gap, this design alters the boundary conditions to prevent the coupling of spurious lateral modes, thereby enhancing performance in piezoelectric-based systems. The prototype demonstrated a high Q factor of 4000, a kt2 value of 30%, and a significant fractional suppressed region of 62%, marking it as a notable advancement in the field of power electronics and telecommunications.

**Applications:** The technology is specifically applicable to power electronics and telecommunications, supporting the development of acoustic filters, oscillators, transformers, and other piezoelectric resonator applications.

**Problem Solved:** The innovation addresses the challenge of spurious modes, which are secondary resonances that disrupt the efficiency and performance of piezoelectric resonators. By eliminating these unwanted modes, the technology improves the operation of piezoelectric-based power converters and enhances the effectiveness of various applications in RF filtering and other fields.","Researchers at Stanford University developed a concentric ring electrode design that effectively eliminates spurious modes in piezoelectric resonators. This innovation aims to improve the performance of piezoelectric-based power converters and other applications like RF filters by addressing secondary resonances that disrupt operation."
"Stanford University","Germline and Cancer Subtypes for Monitoring and Treatment","Docket #: S23-066","Published Application: WO2024192107","https://techfinder.stanford.edu/technology/germline-and-cancer-subtypes-monitoring-and-treatment","Researchers at Stanford have developed practical applications that use germline information (e.g., germline epitope burden) for diagnosis, monitoring and treatment of cancer.\nCancer represents a wide spectrum of molecularly and morphologically diverse diseases. Individuals with the same histopathological classification can have tumors with drastically different molecular profiles and clinical responses to treatment. Malignancy is defined by a set of abnormal biological capacities, termed the hallmarks of cancer, and decades of histopathologic and molecular profiling of human tumors have demonstrated that there are multiple ways cells can acquire each hallmark. As a result, the molecular profile of tumors with the same clinical characteristics can vary dramatically from individual to individual, and it is unclear when these molecular differences originate, all of which can impact treatment options. Finally, current prediction of relapse is generally only 1-5 years, and it is desirable to obtain more accuracy to determine proper treatment and when a pre-malignant tumor will become malignant.\nStage of Development\nResearch – in vitro\nStage of Research\nThe inventors have developed methods to use (i) a tumor subtype (malignant or premalignant) of a subject, e.g. whether a particular cancer has an alteration in a particular region, and (ii) germline epitope burden for the particular region, e.g. amount of peptide epitopes generated from the germline of a subject, to determine the probability: (i) of a relapse of a particular tumor subtype, (ii) of immune response given a particular subtype, and (ii) that a pre-malignant lesion will become malignant.\n\nApplications: Methods to investigate germline-mediated immunoediting, Molecular modeling for improving cancer risk stratification, Predicting relapse of a particular tumor subtype in a subject, Predicting immune response of a particular cancer subtype in a subject, Predicting the risk of premalignant tissue becoming cancerous in a subject.\n\nAdvantages: Using a measurement of epitope subtype burden, along with tumor subtype, can increase accuracy of relapse prediction., Epitope burden and tumor subtype can also be used to determine efficacy of immune therapies for a particular subject, as well as a risk that a pre-malignant tumor will become malignant..","**Summary:** Researchers at Stanford have created methods incorporating germline information for the diagnosis, monitoring, and treatment of cancer. These methods leverage the understanding that tumors classified under the same histopathological category can exhibit significant variation in their molecular profiles and responses to treatment. The application aims to enhance the prediction of cancer relapse beyond the existing 1-5 years' accuracy and improve the identification of when pre-malignant tumors may progress to malignancy.

**Applications:** The technology can be applied in clinical settings for personalizing cancer treatment and improving monitoring strategies by utilizing germline epitope burden and tumor subtypes to guide therapeutic decisions.

**Problem Solved:** This research addresses the challenges posed by the molecular heterogeneity of tumors, which complicates treatment strategies and predictions of relapse. By utilizing germline information, the technology aims to provide more precise information regarding tumor behavior and potential progression, ultimately leading to better-targeted therapies.","Researchers at Stanford have developed practical applications utilizing germline information, such as germline epitope burden, for the diagnosis, monitoring, and treatment of cancer. These applications address the diversity in molecular profiles and clinical responses among individuals who share the same histopathological classification of tumors."
"Stanford University","Using machine-learning to leverage variations in DNA methylation for early lung cancer detection","Docket #: S22-485","Published Application: WO2024124207","https://techfinder.stanford.edu/technology/using-machine-learning-leverage-variations-dna-methylation-early-lung-cancer-detection","Stanford scientists have discovered that differentially methylated regions (DMRs) in circulating tumor DNA (ctDNA) can be used as a blood-based biomarker for early cancer detection. Using machine-learning to detect DMRs in blood-based tests could increase cancer screening uptake in high-risk adults and reduce lung-cancer-related mortality\nImage-based screening of high-risk adults, such as individuals with a history of smoking, reduces lung-cancer-related mortality; however, uptake of screening has been relatively low. Only around 5% of eligible individuals undergo screening due to factors such as high costs, limited access, and concerns for false positives. Genomic blood tests for cancer screening could be an effective alternative to increase the total number of patients screened and the number of lives saved annually from lung-cancer-related mortality. But current methods suffer from low sensitivity or have focused on diseases other than lung cancer. Interestingly, aberrant DNA methylation has been shown to be associated with lung ctDNA, suggesting that the use of DMRs as a biomarker in blood-based lung cancer screening could increase its sensitivity and utility in early cancer detection.\nIncluding DNA methylation in a machine-learning enabled molecular method for lung cancer screening resulted in a positive correlation between DMR detection and the fraction of ctDNA in the sample. Importantly, the novel, blood-based method for early cancer detection has a 15% increase in sensitivity relative to the leading published method. Consequently, including DNA methylation in blood-based tests for early cancer detection has the potential to drastically improve screening sensitivity, increase cancer screening uptake in high-risk adults, and reduce lung-cancer-related mortality.\nStage of Development:\nClinical - Initial validation\n\nApplications: Early lung cancer detection in high-risk adults, Initial blood-based screening for lung cancer for potential recommendation for image-based screening, Increasing cancer screening uptake and reducing lung-cancer-related mortality.\n\nAdvantages: Uses a blood-based molecular method as opposed to radiologic, Non-invasive relative to image-based screening, Adjustable thresholds enable use as a method for stand-alone screening or initial screening prior to follow-up.","**Summary:** Stanford scientists have identified differentially methylated regions (DMRs) in circulating tumor DNA (ctDNA) as a promising blood-based biomarker for early lung cancer detection. By utilizing machine learning to analyze DMRs in blood tests, their approach aims to enhance the sensitivity of lung cancer screening, particularly for high-risk adults such as smokers. This innovative method could potentially improve cancer screening rates and reduce related mortality by offering a viable alternative to traditional imaging methods that have limited uptake due to various barriers.

**Applications:** The technology could be employed in genomic blood tests for cancer screening, specifically targeting high-risk populations. It aims to increase the overall number of patients screened for lung cancer, thereby saving more lives and improving early detection strategies.

**Problem Solved:** The method addresses the low uptake of lung cancer screening among high-risk individuals, which is typically hampered by high costs, limited access, and concerns about false positives associated with current screening methods. By increasing the sensitivity of detection through DNA methylation analysis, the technology offers a more efficient screening approach, potentially enhancing early detection and reducing lung-cancer-related mortality.","Stanford scientists have identified that differentially methylated regions (DMRs) in circulating tumor DNA (ctDNA) serve as a blood-based biomarker for early lung cancer detection. Utilizing machine-learning to detect these DMRs could enhance screening uptake in high-risk adults and contribute to a reduction in lung cancer-related mortality."
"Stanford University","Spectral routers for snapshot multispectral imaging","Docket #: S23-004","","https://techfinder.stanford.edu/technology/spectral-routers-snapshot-multispectral-imaging","Stanford researchers working as part of the E. L. Ginzton Laboratory, an interdisclplinary research lab for applied physics, have developed a new device, called a spectral router, which can separate light into spectral components without loss of photons in a (sub)wavelength size footprint. This spectral router enables single-chip snapshot spectral imaging sensors and systems that are highly (up to ~100%) photon efficient to provide spectral information without sacrificing spatial information. A spectral router in a single-chip snapshot imaging system with N spectral channels can improve photon efficiency N-fold, in a much smaller footprint, compared to a conventional multispectral filter array. While spectral routers benefit all spectral imaging applications, this extremely compact and photon efficient solution can also further increase multispectral imaging use cases by enabling photon-efficient, high-spatial resolution systems on highly portable platforms (e.g., smart phones, tablets).\nFigure Description:(a) Conventional on-chip solution for single-chip spectral imaging systems based on spectral filter array with photon-inefficient spectral filters which are larger than the wavelength and thus limit the spatial resolution of the captured image, (b) Spectral router providing highly efficient routing of spectral components in a (sub)wavelength footprint without sacrificing spatial resolution in the image, (c) Example spectral router with 6 spectral channels, in a 2 by 3 channel layout, in the visible wavelength range. The optical efficiency of the router can be ideal (~100%) for the 6 channels with negligible (~0%) crosstalk between channels. For comparison, the gray line in the graph shows the maximum theoretical efficiency (=1/6) of a spectral filter array.\nStage of Development\n\nApplications: Spectral imaging and imaging spectroscopy applications including but not limited to: Bio-medical imaging, microscopy, precision agriculture, food inspection, machine vision, forensics and counterfeit detection, Single-chip spectral imaging systems based on solid state image sensors and (infrared) focal plane arrays, CMOS image sensors, CCD image sensors that can be used in smartphone cameras, security cameras, and automotive cameras.\n\nAdvantages: High (~100%) photon efficiency across spectral channels, Negligible (~0%) crosstalk between spectral channels, Extremely compact (sub)wavelength size to allow spectral imaging without sacrificing spatial resolution at the image plane, Flexible design (spectral shapes, number of channels, channel separations, …), Can operate in many spectral ranges (visible, infrared, …), Standard semiconductor nanolithography processing, including CMOS Image Sensor (CIS) processing.","**Summary:** Researchers at Stanford's E. L. Ginzton Laboratory have developed a compact spectral router capable of separating light into its spectral components while maintaining high photon efficiency and minimizing loss in a (sub)wavelength size. This innovation paves the way for single-chip snapshot spectral imaging systems that can deliver accurate spectral data without compromising spatial resolution, outperforming conventional multispectral filter arrays that are larger and less efficient. 

**Applications:** The spectral router can significantly enhance various spectral imaging applications, particularly in portable platforms such as smartphones and tablets, by allowing for high-spatial resolution and photon-efficient imaging systems.

**Problem Solved:** This technology addresses the limitations of traditional multispectral filter arrays, which reduce spatial resolution due to their larger size and lower photon efficiency, by providing a more compact and efficient solution that maintains both spectral and spatial integrity.","Stanford researchers have developed a spectral router that can separate light into spectral components while maintaining a subwavelength size and preserving photon efficiency. This device enables single-chip snapshot spectral imaging sensors that provide spectral information without compromising spatial resolution."
"Stanford University","A 3D Human Immune Organoid System for High Throughput Screening","Docket #: S21-364","Published Application: WO2023244669","https://techfinder.stanford.edu/technology/3d-human-immune-organoid-system-high-throughput-screening","Stanford researchers in the Mark Davis Lab have developed a human cell culture system to grow 3D immune organoids within hydrogel structures using limited cellular input that can be adapted to large screening assays for flexible downstream immunological readouts. The system is technologically simpler, more scalable, more reproducible, more accurate, and more flexible than current screening methods. The method embeds human immune cell suspensions within 3-dimensional hydrogel structures as functionalized immune organoids, dramatically improving reproducibility, immunobiology response accuracy, assay flexibility, and throughput capacity. Antigen compounds, vaccine candidates or adjuvants can be co-embedded along with the cells within the 3-dimensinal structures to construct a miniaturized 3-dimensional artificial lymph node. The resulting solidified suspensions are then distributed in tissue culture plates with a defined supplemented media. For high throughput use, multiplex plates can be configured for surveying culture media for antibody responses, and organoids can be harvested by removal from the plate for flexible readouts such as high dimensional imaging, flow cytometry and DNA/RNA sequencing. The structures manifest many in vivo immune responses, and can therefore be used to model the complex human immune system.\nStage of Development\nResearch in vitro: Researchers are using tonsil immune organoid arrays to identify immunosuppressive drug effects on vaccine responses. They continue to tune the larger scale format assay operating characteristics, to test the assay's detection limits and real world applications for compound screening and high dimensional imaging, to optimize growth conditions and define cell parameters for larger scale use, to define detection limits, to explore characteristics for high throughput screening, and to deploy multiple flexible readouts.\n\nApplications: Vaccine and adjuvant candidate screening, especially for seasonal viral illness like flu and COVID19., Immunomodulatory / Immunotoxicity screening of existing, clinically available drugs for adverse vaccine responses., Drug development screening of compound libraries for focused development of new immunomodulatory drugs..\n\nAdvantages: Technological simplicity – no need for complex bioreactor preparation., Accurate - more closely recapitulates in vivo vaccine responses compared with peripheral B cells., Flexible, adaptable - more flexible in input/output. Can be adapted for high throughput imaging, flow cytometry, and many downstream immunological sequencing readouts with minimal modulation., Scalable with reduced variability.","**Summary:** Researchers at Stanford have created a novel human cell culture system that allows for the growth of three-dimensional immune organoids within hydrogel structures using limited cellular input. This system can be applied to large-scale screening assays, producing flexible immunological readouts that are simpler, more scalable, and reproducible than existing methods. Immune cell suspensions are embedded within these hydrogel structures, forming functionalized immune organoids that enhance reproducibility and accuracy of immunobiological responses while improving assay flexibility and throughput. The organoids can accommodate antigen compounds, vaccine candidates, or adjuvants, effectively mimicking a miniaturized lymph node. The developed organoids can undergo various downstream analyses, including high-dimensional imaging and DNA/RNA sequencing.

**Applications:** This technology can be used for high-throughput screening of vaccine responses, evaluation of immunosuppressive drug effects, and modeling complex human immune responses. It supports the testing of various therapeutic candidates in a controlled environment, enhancing the assessment of their effects on human immune functions.

**Problem Solved:** The new organoid system addresses limitations of traditional screening methods by offering a more straightforward and scalable approach that increases reproducibility and accuracy in immunological studies, helping researchers to better understand immune responses and improve vaccine and drug candidate development.","Stanford researchers in the Mark Davis Lab have created a method to grow 3D immune organoids within hydrogel structures, utilizing limited cellular input for large screening assays. This system is simpler, more scalable, reproducible, accurate, and flexible compared to existing screening methods."
"Stanford University","Deriving human induced pluripotent stem cells from pre-exposed fibroblasts","Docket #: S22-495","","https://techfinder.stanford.edu/technology/deriving-human-induced-pluripotent-stem-cells-pre-exposed-fibroblasts","Researchers at Stanford have created human induced pluripotent stem cells (hiPSCs) derived from adult human dermal fibroblasts exposed to an environmental factor. In proof-of-concept studies, they were exposed to polystyrene (PS), one of the most commonly used plastics and environmental pollutants. Plastic pollution is increasing at an alarming rate, yet the impact of this pollution on human health is poorly understood. Since skin is the most frequently used source for derivation of hiPSCs and in direct contact with pollutants, hiPSCs derived from dermal fibroblasts offer a powerful platform to start to identify molecular biomarkers of environmental pollution in human cells.\nAdult human dermal fibroblasts, used for their reprogramming and derivation of hiPSCs, were exposed to PS. The genetic and epigenetic profiles of both exposed fibroblasts and derived hiPSC were studied, revealing commonly altered genes, signaling circuits, and pathways involved in human diseases. Even when exposed to a low concentration of PS, hiPSCs demonstrated altered DNA methylation and transcriptomic profiles. This strategy for deriving new hiPSC lines can help define the impact of epigenetic memory/mechanisms and environmental pollution on human health, identifying specific cellular responses, and narrowing down the list of candidate biomarkers. The derived cell lines can thus help to decipher the origins of environment-related diseases and offer new therapeutic targets.\nThis strategy can also be applied to study or test new drugs, cosmetic products, chemicals, or any other exposure factor, not just environmental pollutants. It can be used to establish a cell bank that will supply researchers (environmental investigators, clinicians, drug developers) with fibroblasts or cells of other origin pre-exposed to different factors and the derived hiPSCs. Derived new hiPSC lines and differentiated hiPSCs can also be retained and offered for further and more accurate studies.\nStage of Development\nProof of Concept\n\nApplications: Cellular models to identify genetic and epigenetic alterations and changes in signaling circuits associated with exposure to environmental pollutants, new chemicals, and drugs, Cellular models to identify therapeutic targets and biomarkers for human diseases associated with exposure to the above-described factors, Cell bank of exposure models as described above.\n\nAdvantages: New model/strategy for the study of environmental and other exposure impacts on the cellular level, Ability to narrow down and prioritize biomarkers of human health related to the exposure/environment, Ability to illuminate therapeutic targets for environment-related diseases.","**Summary:** Researchers at Stanford have successfully derived human induced pluripotent stem cells (hiPSCs) from adult human dermal fibroblasts that had been exposed to polystyrene, a prevalent environmental pollutant. The study revealed significant genetic and epigenetic alterations in the fibroblasts and the resulting hiPSCs, including changes in DNA methylation and transcriptomic profiles, even at low concentrations of the pollutant. This innovative approach serves as a powerful platform to explore the effects of environmental pollution on human health and to identify molecular biomarkers indicative of such impacts.

**Applications:** The derived hiPSC lines can be utilized to investigate the cellular responses to environmental pollutants, which may help in the identification of biomarkers associated with pollution-related health issues. Furthermore, the study provides a framework for exploring the epigenetic effects of external factors on human cells, potentially leading to new therapeutic targets for environment-related diseases.

**Problem Solved:** By demonstrating the derivation of hiPSCs from fibroblasts exposed to environmental pollutants, this research addresses the critical gap in understanding the impact of plastic pollution on human health. It provides a methodological approach to study the epigenetic mechanisms involved and highlights the need for awareness of pollution's effects at the cellular level.","Researchers at Stanford have derived human induced pluripotent stem cells (hiPSCs) from adult human dermal fibroblasts that were exposed to polystyrene, a common plastic pollutant. This study addresses the growing concern about plastic pollution and its unknown effects on human health."
"Stanford University","Purifying Human Pluripotent Stem Cell-Derived Liver Cells by Metabolic Selection","Docket #: S22-494","Published Application: WO2024173685","https://techfinder.stanford.edu/technology/purifying-human-pluripotent-stem-cell-derived-liver-cells-metabolic-selection","Obtaining pure cell types from mixed cell populations continues to be a significant obstacle in the fields of stem cell biology and regenerative medicine. Specifically, the task of obtaining a homogenous population of liver cells from human pluripotent stem cells has proven to be challenging. Current methods result in a mixture of liver cells and non-liver cell populations. To remedy this problem, Stanford researchers have developed a new approach based on metabolic selection to create purified human pluripotent stem cell (hPSC) derived hepatocytes by selectively killing non-liver cells.\nThe new approach is based on the concept that different cell-types have distinct metabolic requirements to survive, and can thus be killed by withholding specific nutrients. Using this method, the researchers are able to create essentially homogeneous populations of hPSC-derived hepatocytes, without recourse to surface marker-based cell sorting or other purification schemas. Ultimately, a pure population of hepatocytes cells will be immensely useful for applications in regenerative medicine and disease modeling.\nStage of Development \nPre-clinical: Stanford researchers are performing additional mouse transplantation studies to test whether the human pluripotent stem cell-derived liver cells can engraft long term in the injured mouse liver.\n\nApplications: Purify stem cell-derived liver cells, Purify mixed population of liver and non-liver cells.\n\nAdvantages: Simple, scalable, and inexpensive, Compatible with cells produced by various differentiation methods.","**Summary:** Obtaining pure liver cell populations from human pluripotent stem cells has been a significant challenge in stem cell biology and regenerative medicine due to the presence of mixed cell types. Stanford researchers have developed a novel approach utilizing metabolic selection to selectively eliminate non-liver cells based on their differing metabolic needs. By withholding specific nutrients required for non-liver cell survival, this method enables the generation of essentially homogenous populations of hepatocytes derived from human pluripotent stem cells, bypassing the need for traditional cell sorting techniques. This innovation is currently in the pre-clinical stage, with ongoing mouse transplantation studies aimed at evaluating the long-term engraftment potential of these liver cells in injured mouse liver models.

**Applications:** The technology can be used to purify stem cell-derived liver cells and to refine mixed populations containing both liver and non-liver cell types for therapeutic and research purposes.

**Problem Solved:** This approach addresses the significant obstacle of obtaining homogeneous populations of liver cells from mixed cell types, which is crucial for advancing stem cell applications in regenerative medicine and disease modeling.","Stanford researchers have developed a new approach using metabolic selection to purify liver cells derived from human pluripotent stem cells, addressing the challenge of obtaining a homogeneous population from mixed cell populations. Current methods often yield a mixture of liver and non-liver cells, complicating the process in stem cell biology and regenerative medicine."
"Stanford University","Sensitive, specific, and dynamic biosensing using antibody-aptamer chimeras","Docket #: S23-268","","https://techfinder.stanford.edu/technology/sensitive-specific-and-dynamic-biosensing-using-antibody-aptamer-chimeras","Stanford University researchers have developed aptamer-antibody chimeras that achieve dynamic, sensitive, and specific biomolecule sensing beyond the capacity of antibodies or aptamers alone.\nDNA aptamers are short sequences of engineered DNA that selectively bind to a target molecule and generate a reversible fluorescent or electrochemical signal in response, enabling continuous sensing in applications from diagnostics to environmental monitoring. However, aptamers are limited by poor sensitivity. Researchers therefore combined the signaling abilities of an aptamer with the high sensitivity and specificity of a monoclonal antibody by combining the two components with a short DNA linker.\nThis new sensor can detect target molecules at very low concentrations (Kd = ~100 pM) even in complex samples, enabling rapid, direct detection in biofluids or environmental samples without expensive and time-consuming sample preparation. Sensors can track changes in target concentration over time with high temporal resolution (~10 minutes). Sensors are easy to engineer, as they can take advantage of existing antibodies and aptamers without any further engineering. Features like affinity, sensitivity, and temporal response can be rationally tuned by changing the length of the DNA linker or modifying the aptamer sequence.\n\nApplications: Fluorescent or electrochemical signal output, Wearable or implantable biosensors, Point-of-care and at-home diagnostics, Personalized medicine, Wastewater and agricultural monitoring.\n\nAdvantages: Sensitivity superior to traditional DNA aptamers (Kd = ~100 pM), No requirement for a secondary antibody, Preparation-free, direct sensing in complex samples, Continuous sensing of changes in target concentration over time, Temporal resolution of ~10 minutes, Highly modular and tunable.","**Summary:** Researchers at Stanford University have developed a novel biosensing technology using aptamer-antibody chimeras that combine the advantages of both aptamers and monoclonal antibodies to enhance the detection of biomolecules. These chimeras utilize engineered DNA sequences that bind selectively to target molecules and generate reversible fluorescent or electrochemical signals, allowing for continuous and dynamic monitoring. This technology enables the detection of target molecules at very low concentrations (Kd = ~100 pM) in complex samples without the need for extensive sample preparation. The sensors can provide high temporal resolution in monitoring changes in target concentration and can be easily engineered by modifying existing aptamers and antibodies.

**Applications:** The technology can be utilized for fluorescent or electrochemical signal output, wearable or implantable biosensors, point-of-care and at-home diagnostics, personalized medicine, and wastewater monitoring.

**Problem Solved:** This innovation addresses the limitations of traditional biomolecule sensing methods, particularly the poor sensitivity of aptamers and the need for expensive and time-consuming sample preparation, providing a more effective and versatile approach for detecting biomolecules in various settings.","Researchers at Stanford University have created aptamer-antibody chimeras that enhance biomolecule sensing capabilities, surpassing those of traditional antibodies and aptamers alone. These engineered DNA sequences can selectively bind to target molecules and produce reversible signals for continuous monitoring in various applications, despite the limitations of individual aptamers."
